"Account Name","Environment","Cloud Provider","Cloud Provider Identifier","Service","Rule ID","Rule Title","Check Status","Risk Level","Cost","Savings","Message","Region","Categories","Resource","Provider Resource ID","Tags","Failure Discovery Date","Failure Resolved Date","Last Updated Date","Rule Release Date","Rule Update Date","Resolution Page","Check ID","Link to resource","Meta","TagObjects"
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment ENABLE_DEFENDER_APPSVC monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_APPSVC","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_APPSVC","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_APPSVC","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_APPSVC;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment APP_SERVICE_USE_MI monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/APP_SERVICE_USE_MI","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/APP_SERVICE_USE_MI","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/APP_SERVICE_USE_MI","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/APP_SERVICE_USE_MI;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment ENABLE_DEFENDER_AZURESQL monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_AZURESQL","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_AZURESQL","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_AZURESQL","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_AZURESQL;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment REMOVE_BLOCKED_READWRITE monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_BLOCKED_READWRITE","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_BLOCKED_READWRITE","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_BLOCKED_READWRITE","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_BLOCKED_READWRITE;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment PRIENT_AZURE_SQL_ENABLED monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/PRIENT_AZURE_SQL_ENABLED","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/PRIENT_AZURE_SQL_ENABLED","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/PRIENT_AZURE_SQL_ENABLED","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/PRIENT_AZURE_SQL_ENABLED;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment ENABLE_DEFENDER_AKS monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_AKS","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_AKS","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_AKS","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_AKS;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment SACT_DIAGNOSTIC_SETTING monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/SACT_DIAGNOSTIC_SETTING","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/SACT_DIAGNOSTIC_SETTING","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/SACT_DIAGNOSTIC_SETTING","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/SACT_DIAGNOSTIC_SETTING;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment NSG_PROTECT_INTERNET monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/NSG_PROTECT_INTERNET","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/NSG_PROTECT_INTERNET","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/NSG_PROTECT_INTERNET","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/NSG_PROTECT_INTERNET;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment RESTRICT_NETWORK_PORTS monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/RESTRICT_NETWORK_PORTS","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/RESTRICT_NETWORK_PORTS","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/RESTRICT_NETWORK_PORTS","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/RESTRICT_NETWORK_PORTS;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment REMOVE_GUEST_READ monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_GUEST_READ","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_GUEST_READ","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_GUEST_READ","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_GUEST_READ;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment VM_ENCRYPT_DISK monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/VM_ENCRYPT_DISK","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/VM_ENCRYPT_DISK","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/VM_ENCRYPT_DISK","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/VM_ENCRYPT_DISK;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment DIAGNOSTIC_IN_APPSVC monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/DIAGNOSTIC_IN_APPSVC","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/DIAGNOSTIC_IN_APPSVC","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/DIAGNOSTIC_IN_APPSVC","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/DIAGNOSTIC_IN_APPSVC;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment DEFENDER_FOR_SQL_ENABLED monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/DEFENDER_FOR_SQL_ENABLED","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/DEFENDER_FOR_SQL_ENABLED","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/DEFENDER_FOR_SQL_ENABLED","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/DEFENDER_FOR_SQL_ENABLED;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment ENABLE_DEFENDER_DNS monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_DNS","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_DNS","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_DNS","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/ENABLE_DEFENDER_DNS;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment GUEST_EXTENSION_INSTALL monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/GUEST_EXTENSION_INSTALL","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/GUEST_EXTENSION_INSTALL","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/GUEST_EXTENSION_INSTALL","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/GUEST_EXTENSION_INSTALL;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment LATEST_TLS_APP_SVC monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/LATEST_TLS_APP_SVC","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/LATEST_TLS_APP_SVC","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/LATEST_TLS_APP_SVC","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/LATEST_TLS_APP_SVC;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment SUBNET_ASSOCIATED_A_NSG monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/SUBNET_ASSOCIATED_A_NSG","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/SUBNET_ASSOCIATED_A_NSG","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/SUBNET_ASSOCIATED_A_NSG","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/SUBNET_ASSOCIATED_A_NSG;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment AUTO_PROVISION_LAW_AGENT monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/AUTO_PROVISION_LAW_AGENT","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/AUTO_PROVISION_LAW_AGENT","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/AUTO_PROVISION_LAW_AGENT","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/AUTO_PROVISION_LAW_AGENT;excluded=false",""
"Connectivity","","azure","113371fc-bebd-4548-8e86-4454fc02b104","SecurityCenter","SecurityCenter-021","Enable Monitoring of Deprecated Accounts","SUCCESS","Medium","","","Security Center Policy Assignment REMOVE_BLOCKED_OWNER monitoring of deprecated accounts is enabled.","global","security","/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_BLOCKED_OWNER","","","","","","2020-11-30","2023-03-03","https://www.cloudconformity.com/knowledge-base/azure/SecurityCenter/enable-deprecated-accounts-monitoring.html#540104475733","ccc:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter-021:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_BLOCKED_OWNER","https://portal.azure.com/#resource//providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_BLOCKED_OWNER","descriptorType=security-center-policy-assignments;resourceName=Security Center Policy Assignment;lastRefreshDate=2024-06-12T02:40:06.000Z;ccrn=ccrn:azure:b63591cb-d220-4699-ac01-13738e65b6dc:SecurityCenter:global:/providers/Microsoft.Management/managementGroups/e1aaa010-1564-480d-a683-32d0d1f0575f/providers/Microsoft.Authorization/policyAssignments/REMOVE_BLOCKED_OWNER;excluded=false",""
